team,season,season_type_offense,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety_offense,interception_offense,fumble_offense,fumble_lost_offense,fumble_forced_offense,fumble_not_forced_offense,fumble_out_of_bounds_offense,offense_snaps,rush_snaps_offense,pass_snaps_offense,total_off_points,total_def_points,win_offense,loss_offense,tie_offense,record_offense,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety_offense,average_interception_offense,average_fumble_offense,average_fumble_lost_offense,average_fumble_forced_offense,average_fumble_not_forced_offense,average_fumble_out_of_bounds_offense,rush_pct_offense,pass_pct_offense,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,season_type_defense,safety_defense,interception_defense,fumble_defense,fumble_lost_defense,fumble_forced_defense,fumble_not_forced_defense,fumble_out_of_bounds_defense,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps_defense,pass_snaps_defense,win_defense,loss_defense,tie_defense,record_defense,average_safety_defense,average_interception_defense,average_fumble_defense,average_fumble_lost_defense,average_fumble_forced_defense,average_fumble_not_forced_defense,average_fumble_out_of_bounds_defense,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct_defense,pass_pct_defense
DET,2012,REG,866.0,110.0,784.0,19.0,6752,723.0,445.0,278.0,5139.0,6458.0,5139.0,2095.0,391,1613.0,32.0,272.0,84.0,97.0,131.0,6.0,9.0,19.0,22.0,0.0,17.0,18.0,14.0,13.0,5.0,2.0,1161,387,765,388.0,36.0,4.0,12.0,0.0,'4-12-0,0.25,54.125,6.875,49.0,1.1875,422.0,45.1875,27.8125,17.375,321.1875,403.625,321.1875,130.9375,24.4375,100.8125,2.0,17.0,5.25,6.0625,8.1875,0.375,0.5625,1.1875,1.375,0.0,1.0625,1.125,0.875,0.8125,0.3125,0.125,0.33,0.66,6458.0,6458.0,445.0,22.0,723.0,5.82,8.932,1.0,1.0,0.615,0.024,0.03,7.11,0.03,7.11,8.93,11.55,0.049,4.13,1559.0,63.0,0.04,11891.0,7.63,REG,1.0,11.0,25.0,8.0,12.0,13.0,1.0,684.0,141.0,44.0,34.0,96.0,0,0.0,0.0,0.0,0.0,1001,408,577,4.0,12.0,0.0,'4-12-0,0.0625,0.6875,1.5625,0.5,0.75,0.8125,0.0625,42.75,8.8125,2.75,2.125,6.0,0.0,0.0,0.0,0.0,0.0,0.41,0.58
GB,2012,REG,671.0,211.0,644.0,38.0,6044,550.0,374.0,176.0,4342.0,4516.0,4342.0,2086.0,433,1702.0,27.0,213.0,85.0,90.0,123.0,7.0,6.0,10.0,40.0,0.0,8.0,17.0,8.0,11.0,6.0,1.0,1045,417,609,415.0,0.0,12.0,6.0,0.0,'12-6-0,0.667,41.94444444444444,14.11111111111111,40.22222222222222,2.333333333333333,375.27777777777777,34.5,23.5,11.0,270.72222222222223,283.6111111111111,270.72222222222223,128.38888888888889,26.666666666666668,104.55555555555556,1.7777777777777777,13.333333333333334,5.111111111111111,5.444444444444445,7.833333333333333,0.5,0.3333333333333333,0.7222222222222222,2.388888888888889,0.0,0.5,1.1111111111111112,0.5,0.7222222222222222,0.3888888888888889,0.0555555555555555,0.4,0.58,4516.0,4516.0,374.0,40.0,550.0,5.78,8.211,7.667,7.746,0.68,0.015,0.073,7.89,0.073,7.89,8.21,11.61,0.023,3.93,1357.0,90.0,0.07,10386.0,7.65,REG,0.0,18.0,17.0,5.0,8.0,9.0,3.0,635.0,196.0,88.0,47.0,83.0,2,0.0,0.0,0.0,0.0,1036,414,615,12.0,6.0,0.0,'12-6-0,0.0,1.1111111111111112,1.1111111111111112,0.3888888888888889,0.5,0.6111111111111112,0.1666666666666666,39.61111111111112,12.444444444444445,6.111111111111111,2.833333333333333,5.055555555555555,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.59
HOU,2012,REG,248.0,7.0,584.0,2.0,6169,541.0,354.0,187.0,4046.0,4415.0,4046.0,1787.0,508,2123.0,55.0,205.0,114.0,83.0,138.0,4.0,3.0,20.0,22.0,1.0,13.0,11.0,4.0,9.0,3.0,0.0,1090,491,582,390.0,0.0,13.0,5.0,0.0,'13-5-0,0.722,16.555555555555557,0.6666666666666666,37.5,0.2222222222222222,390.1666666666667,34.888888888888886,23.166666666666668,11.72222222222222,258.3888888888889,274.55555555555554,258.3888888888889,113.38888888888889,31.666666666666668,131.77777777777777,3.2222222222222223,13.166666666666666,7.055555555555555,5.277777777777778,8.777777777777779,0.3888888888888889,0.2777777777777778,1.2222222222222223,1.3333333333333333,0.0555555555555555,0.8333333333333334,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.2777777777777778,0.0555555555555555,0.45,0.53,4415.0,4415.0,354.0,22.0,541.0,5.66,8.161,8.378,6.218,0.654,0.024,0.041,7.48,0.041,7.48,8.16,11.43,0.039,4.18,1403.0,64.0,0.05,10215.0,7.28,REG,1.0,15.0,23.0,14.0,18.0,5.0,1.0,667.0,132.0,41.0,44.0,106.0,3,0.0,0.0,0.0,0.0,1015,382,623,13.0,5.0,0.0,'13-5-0,0.0555555555555555,0.8888888888888888,1.3333333333333333,0.7777777777777778,1.0,0.3333333333333333,0.1111111111111111,40.66666666666666,8.666666666666666,2.388888888888889,2.611111111111111,6.388888888888889,0.1666666666666666,0.0,0.0,0.0,0.0,0.38,0.61
IND,2012,REG,523.0,61.0,696.0,35.0,6045,610.0,339.0,271.0,4374.0,6383.0,4374.0,1656.0,441,1671.0,58.0,208.0,110.0,98.0,131.0,7.0,1.0,14.0,23.0,0.0,18.0,21.0,8.0,19.0,2.0,2.0,1111,422,662,342.0,18.0,11.0,6.0,0.0,'11-6-0,0.647,33.47058823529412,4.588235294117647,44.52941176470589,2.294117647058824,381.4705882352941,39.0,21.58823529411765,17.41176470588235,274.2352941176471,403.52941176470586,274.2352941176471,103.88235294117646,27.705882352941178,107.23529411764706,3.5294117647058822,13.176470588235292,6.823529411764706,6.294117647058823,8.352941176470589,0.4117647058823529,0.1764705882352941,0.8235294117647058,1.3529411764705883,0.0,1.1176470588235294,1.2941176470588236,0.5294117647058824,1.1764705882352942,0.1176470588235294,0.1176470588235294,0.38,0.6,6383.0,6383.0,339.0,23.0,610.0,5.44,10.464,13.382,11.509,0.556,0.03,0.038,7.17,0.038,7.17,10.46,12.9,0.032,3.79,1390.0,60.0,0.04,10419.0,7.5,REG,0.0,12.0,11.0,4.0,7.0,4.0,1.0,664.0,136.0,4.0,32.0,68.0,4,0.0,0.0,0.0,0.0,997,420,567,11.0,6.0,0.0,'11-6-0,0.0,0.7058823529411765,0.7647058823529411,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.0588235294117647,40.76470588235294,8.705882352941176,0.9411764705882352,1.9411764705882355,4.117647058823529,0.2352941176470588,0.0,0.0,0.0,0.0,0.42,0.57
JAX,2012,REG,518.0,102.0,658.0,21.0,5115,569.0,328.0,241.0,3746.0,4996.0,3746.0,1544.0,360,1369.0,26.0,157.0,76.0,64.0,152.0,8.0,18.0,8.0,20.0,0.0,17.0,20.0,10.0,11.0,9.0,1.0,1001,355,638,272.0,30.0,2.0,14.0,0.0,'2-14-0,0.125,32.375,6.375,41.125,1.3125,319.6875,35.5625,20.5,15.0625,234.125,312.25,234.125,96.5,22.5,85.5625,1.625,9.8125,4.75,4.0,9.5,0.5,1.125,0.5,1.25,0.0,1.0625,1.25,0.625,0.6875,0.5625,0.0625,0.35,0.64,4996.0,4996.0,328.0,20.0,569.0,5.11,8.78,1.0,1.0,0.576,0.03,0.035,6.58,0.035,6.58,8.78,11.42,0.022,3.8,1257.0,48.0,0.04,8861.0,7.05,REG,0.0,12.0,17.0,10.0,13.0,4.0,2.0,794.0,121.0,32.0,20.0,61.0,0,0.0,0.0,0.0,0.0,1101,527,553,2.0,14.0,0.0,'2-14-0,0.0,0.75,1.0625,0.625,0.8125,0.25,0.125,49.625,7.5625,2.0,1.25,3.8125,0.0,0.0,0.0,0.0,0.0,0.48,0.5
KC,2012,REG,413.0,114.0,537.0,29.0,5332,455.0,273.0,182.0,2937.0,3919.0,2937.0,1261.0,500,2395.0,54.0,144.0,118.0,70.0,142.0,7.0,8.0,11.0,8.0,0.0,20.0,25.0,16.0,17.0,8.0,1.0,1016,495,509,220.0,30.0,2.0,14.0,0.0,'2-14-0,0.125,25.8125,7.125,33.5625,1.8125,333.25,28.4375,17.0625,11.375,183.5625,244.9375,183.5625,78.8125,31.25,149.6875,3.375,9.0,7.375,4.375,8.875,0.4375,0.5,0.6875,0.5,0.0,1.25,1.5625,1.0,1.0625,0.5,0.0625,0.49,0.5,3919.0,3919.0,273.0,8.0,455.0,5.25,8.613,1.0,1.0,0.6,0.044,0.018,6.45,0.018,6.45,8.61,10.76,0.022,4.79,1228.0,27.0,0.02,8269.0,6.73,REG,1.0,7.0,20.0,7.0,13.0,7.0,3.0,708.0,91.0,34.0,27.0,51.0,1,0.0,0.0,0.0,0.0,973,466,490,2.0,14.0,0.0,'2-14-0,0.0625,0.4375,1.25,0.4375,0.8125,0.4375,0.1875,44.25,5.6875,2.125,1.6875,3.1875,0.0625,0.0,0.0,0.0,0.0,0.48,0.5
LA,2012,REG,435.0,38.0,608.0,19.0,5497,543.0,332.0,211.0,3783.0,4584.0,3779.0,1540.0,411,1714.0,38.0,189.0,79.0,67.0,142.0,13.0,11.0,5.0,22.0,0.0,14.0,21.0,8.0,14.0,7.0,1.0,1008,398,590,270.0,18.0,8.0,8.0,0.0,'8-8-0,0.5,27.1875,2.375,38.0,1.1875,343.5625,33.9375,20.75,13.1875,236.4375,286.5,236.1875,96.25,25.6875,107.125,2.375,11.8125,4.9375,4.1875,8.875,0.8125,0.6875,0.3125,1.375,0.0,0.875,1.3125,0.5,0.875,0.4375,0.0625,0.39,0.59,4584.0,4584.0,332.0,22.0,543.0,5.45,8.442,1.0,1.0,0.611,0.026,0.041,6.97,0.041,6.96,8.44,11.38,0.012,4.17,1286.0,49.0,0.04,9276.0,7.21,REG,1.0,17.0,19.0,3.0,13.0,6.0,6.0,770.0,107.0,29.0,52.0,84.0,5,0.0,0.0,0.0,0.0,1042,431,598,8.0,8.0,0.0,'8-8-0,0.0625,1.0625,1.1875,0.1875,0.8125,0.375,0.375,48.125,6.6875,1.8125,3.25,5.25,0.3125,0.0,0.0,0.0,0.0,0.41,0.57
LAC,2012,REG,573.0,6.0,585.0,10.0,5067,513.0,338.0,175.0,3606.0,3961.0,3606.0,1796.0,411,1461.0,34.0,184.0,81.0,82.0,135.0,6.0,5.0,6.0,26.0,0.0,15.0,24.0,12.0,20.0,4.0,2.0,988,403,575,309.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,35.8125,0.375,36.5625,0.625,316.6875,32.0625,21.125,10.9375,225.375,247.5625,225.375,112.25,25.6875,91.3125,2.125,11.5,5.0625,5.125,8.4375,0.375,0.3125,0.375,1.625,0.0,0.9375,1.5,0.75,1.25,0.25,0.125,0.41,0.58,3961.0,3961.0,338.0,26.0,513.0,5.13,7.721,1.0,1.0,0.659,0.029,0.051,7.03,0.051,7.03,7.72,10.67,0.015,3.55,1262.0,58.0,0.05,8673.0,6.87,REG,1.0,14.0,29.0,13.0,18.0,11.0,2.0,612.0,208.0,156.0,38.0,67.0,7,0.0,0.0,0.0,0.0,1015,401,604,7.0,9.0,0.0,'7-9-0,0.0625,0.875,1.8125,0.8125,1.125,0.6875,0.125,38.25,13.0,9.75,2.375,4.1875,0.4375,0.0,0.0,0.0,0.0,0.4,0.6
LV,2012,REG,422.0,176.0,664.0,9.0,5712,613.0,376.0,237.0,4292.0,5300.0,4292.0,2027.0,376,1420.0,47.0,200.0,72.0,77.0,143.0,4.0,12.0,4.0,24.0,0.0,16.0,21.0,10.0,13.0,8.0,1.0,1035,373,655,292.0,12.0,4.0,12.0,0.0,'4-12-0,0.25,26.375,11.0,41.5,0.5625,357.0,38.3125,23.5,14.8125,268.25,331.25,268.25,126.6875,23.5,88.75,2.9375,12.5,4.5,4.8125,8.9375,0.25,0.75,0.25,1.5,0.0,1.0,1.3125,0.625,0.8125,0.5,0.0625,0.36,0.63,5300.0,5300.0,376.0,24.0,613.0,5.52,8.646,1.0,1.0,0.613,0.026,0.039,7.0,0.039,7.0,8.65,11.41,0.011,3.78,1365.0,52.0,0.04,10004.0,7.33,REG,0.0,11.0,15.0,8.0,8.0,7.0,0.0,646.0,162.0,70.0,25.0,83.0,0,0.0,0.0,0.0,0.0,995,425,549,4.0,12.0,0.0,'4-12-0,0.0,0.6875,0.9375,0.5,0.5,0.4375,0.0,40.375,10.125,4.375,1.5625,5.1875,0.0,0.0,0.0,0.0,0.0,0.43,0.55
MIA,2012,REG,496.0,60.0,554.0,14.0,5227,491.0,293.0,198.0,3425.0,4341.0,3425.0,1271.0,440,1802.0,41.0,158.0,93.0,78.0,129.0,5.0,10.0,17.0,13.0,0.0,13.0,28.0,11.0,21.0,8.0,6.0,983,420,541,284.0,12.0,7.0,9.0,0.0,'7-9-0,0.438,31.0,3.75,34.625,0.875,326.6875,30.6875,18.3125,12.375,214.0625,271.3125,214.0625,79.4375,27.5,112.625,2.5625,9.875,5.8125,4.875,8.0625,0.3125,0.625,1.0625,0.8125,0.0,0.8125,1.75,0.6875,1.3125,0.5,0.375,0.43,0.55,4341.0,4341.0,293.0,13.0,491.0,5.32,8.841,1.0,1.0,0.597,0.026,0.026,6.98,0.026,6.98,8.84,11.69,0.039,4.1,1224.0,43.0,0.04,8652.0,7.07,REG,0.0,10.0,19.0,8.0,13.0,6.0,0.0,702.0,136.0,43.0,42.0,89.0,0,0.0,0.0,0.0,0.0,1075,419,644,7.0,9.0,0.0,'7-9-0,0.0,0.625,1.1875,0.5,0.8125,0.375,0.0,43.875,8.5,2.6875,2.625,5.5625,0.0,0.0,0.0,0.0,0.0,0.39,0.6
MIN,2012,REG,366.0,21.0,555.0,40.0,5569,471.0,300.0,171.0,2935.0,3344.0,2935.0,1610.0,487,2634.0,65.0,163.0,113.0,78.0,132.0,7.0,4.0,17.0,18.0,0.0,12.0,24.0,11.0,15.0,9.0,3.0,1004,471,517,356.0,6.0,10.0,7.0,0.0,'10-7-0,0.588,23.11764705882353,1.2941176470588236,34.705882352941174,2.5294117647058822,348.0,29.41176470588235,18.294117647058822,11.117647058823527,183.23529411764707,219.4705882352941,183.23529411764707,98.17647058823528,30.352941176470587,164.76470588235293,3.941176470588236,9.941176470588236,7.294117647058823,4.882352941176471,8.294117647058824,0.4117647058823529,0.3529411764705882,1.0,1.1176470588235294,0.0,0.7647058823529411,1.4705882352941178,0.7058823529411765,0.9411764705882352,0.5294117647058824,0.1764705882352941,0.47,0.51,3344.0,3344.0,300.0,18.0,471.0,5.55,7.1,8.641,16.241,0.637,0.025,0.038,6.23,0.038,6.23,7.1,9.78,0.035,5.41,1258.0,53.0,0.04,8504.0,6.76,REG,0.0,10.0,19.0,12.0,14.0,6.0,3.0,710.0,156.0,35.0,44.0,87.0,3,0.0,0.0,0.0,0.0,1087,419,655,10.0,7.0,0.0,'10-7-0,0.0,0.5882352941176471,1.1764705882352942,0.7647058823529411,0.8235294117647058,0.4117647058823529,0.1764705882352941,44.294117647058826,10.117647058823527,2.647058823529412,2.764705882352941,5.411764705882353,0.1764705882352941,0.0,0.0,0.0,0.0,0.39,0.6
NE,2012,REG,596.0,311.0,670.0,4.0,7028,632.0,402.0,230.0,4844.0,5531.0,4844.0,2237.0,523,2184.0,50.0,256.0,151.0,110.0,116.0,8.0,4.0,27.0,34.0,1.0,9.0,15.0,7.0,12.0,3.0,2.0,1192,515,666,519.0,0.0,13.0,5.0,0.0,'13-5-0,0.722,37.72222222222222,19.5,42.5,0.3333333333333333,440.1111111111111,40.22222222222222,25.33333333333333,14.88888888888889,306.0,348.72222222222223,306.0,142.77777777777777,31.944444444444443,134.11111111111111,3.0,16.11111111111111,9.166666666666666,6.833333333333333,7.277777777777778,0.5,0.2777777777777778,1.6111111111111112,2.111111111111111,0.0555555555555555,0.6111111111111112,0.9444444444444444,0.4444444444444444,0.7222222222222222,0.2222222222222222,0.1666666666666666,0.43,0.56,5531.0,5531.0,402.0,34.0,632.0,5.9,8.752,7.414,6.87,0.636,0.014,0.054,7.66,0.054,7.66,8.75,12.05,0.052,4.18,1557.0,95.0,0.06,11872.0,7.62,REG,1.0,20.0,41.0,21.0,30.0,11.0,4.0,675.0,173.0,20.0,37.0,70.0,5,0.0,0.0,0.0,0.0,1046,410,627,13.0,5.0,0.0,'13-5-0,0.0555555555555555,1.1666666666666667,2.4444444444444446,1.1666666666666667,1.7777777777777777,0.6666666666666666,0.3333333333333333,42.5,11.0,1.1111111111111112,2.2222222222222223,4.333333333333333,0.2777777777777778,0.0,0.0,0.0,0.0,0.39,0.6
NO,2012,REG,578.0,20.0,697.0,3.0,6764,652.0,423.0,229.0,5187.0,5473.0,5187.0,2163.0,371,1577.0,37.0,267.0,64.0,91.0,116.0,8.0,6.0,10.0,43.0,1.0,19.0,16.0,6.0,14.0,2.0,3.0,1068,358,694,434.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,36.125,1.25,43.5625,0.1875,422.75,40.75,26.4375,14.3125,324.1875,342.0625,324.1875,135.1875,23.1875,98.5625,2.3125,16.6875,4.0,5.6875,7.25,0.5,0.375,0.625,2.6875,0.0625,1.1875,1.0,0.375,0.875,0.125,0.1875,0.34,0.65,5473.0,5473.0,423.0,43.0,652.0,6.33,8.394,1.0,1.0,0.649,0.029,0.066,7.96,0.066,7.96,8.39,12.26,0.027,4.25,1446.0,96.0,0.07,11951.0,8.26,REG,0.0,15.0,16.0,10.0,10.0,6.0,2.0,684.0,176.0,24.0,30.0,80.0,4,0.0,0.0,0.0,0.0,1089,444,628,7.0,9.0,0.0,'7-9-0,0.0,0.9375,1.0,0.625,0.625,0.375,0.125,42.75,11.0,1.5,1.875,5.0,0.25,0.0,0.0,0.0,0.0,0.41,0.58
NYG,2012,REG,489.0,16.0,568.0,9.0,5829,524.0,323.0,201.0,3967.0,5132.0,3967.0,1406.0,410,1862.0,30.0,187.0,103.0,78.0,114.0,5.0,5.0,19.0,26.0,0.0,15.0,15.0,9.0,10.0,6.0,0.0,969,397,559,419.0,12.0,9.0,7.0,0.0,'9-7-0,0.562,30.5625,1.0,35.5,0.5625,364.3125,32.75,20.1875,12.5625,247.9375,320.75,247.9375,87.875,25.625,116.375,1.875,11.6875,6.4375,4.875,7.125,0.3125,0.3125,1.1875,1.625,0.0,0.9375,0.9375,0.5625,0.625,0.375,0.0,0.41,0.58,5132.0,5132.0,323.0,26.0,524.0,6.02,9.794,1.0,1.0,0.616,0.029,0.05,7.57,0.05,7.57,9.79,12.28,0.046,4.54,1257.0,71.0,0.06,9796.0,7.79,REG,0.0,21.0,22.0,11.0,14.0,8.0,2.0,621.0,248.0,189.0,33.0,63.0,2,0.0,0.0,0.0,0.0,1016,430,565,9.0,7.0,0.0,'9-7-0,0.0,1.3125,1.375,0.6875,0.875,0.5,0.125,38.8125,15.5,11.8125,2.0625,3.9375,0.125,0.0,0.0,0.0,0.0,0.42,0.56
NYJ,2012,REG,422.0,52.0,554.0,17.0,5074,474.0,272.0,202.0,3178.0,4398.0,3178.0,1124.0,494,1896.0,32.0,162.0,102.0,80.0,137.0,7.0,7.0,15.0,14.0,1.0,19.0,30.0,16.0,22.0,8.0,1.0,1035,489,539,271.0,24.0,6.0,10.0,0.0,'6-10-0,0.375,26.375,3.25,34.625,1.0625,317.125,29.625,17.0,12.625,198.625,274.875,198.625,70.25,30.875,118.5,2.0,10.125,6.375,5.0,8.5625,0.4375,0.4375,0.9375,0.875,0.0625,1.1875,1.875,1.0,1.375,0.5,0.0625,0.47,0.52,4398.0,4398.0,272.0,14.0,474.0,4.9,9.278,1.0,1.0,0.574,0.04,0.03,6.7,0.03,6.7,9.28,11.68,0.03,3.84,1240.0,43.0,0.03,8252.0,6.65,REG,1.0,11.0,18.0,14.0,14.0,4.0,0.0,652.0,147.0,24.0,30.0,64.0,3,0.0,0.0,0.0,0.0,1020,478,523,6.0,10.0,0.0,'6-10-0,0.0625,0.6875,1.125,0.875,0.875,0.25,0.0,40.75,9.1875,1.5,1.875,4.0,0.1875,0.0,0.0,0.0,0.0,0.47,0.51
PHI,2012,REG,656.0,85.0,711.0,49.0,5949,603.0,367.0,236.0,4075.0,5281.0,4060.0,1829.0,413,1874.0,52.0,190.0,111.0,83.0,139.0,14.0,10.0,11.0,18.0,0.0,15.0,37.0,20.0,26.0,11.0,3.0,1082,407,665,287.0,42.0,4.0,12.0,0.0,'4-12-0,0.25,41.0,5.3125,44.4375,3.0625,371.8125,37.6875,22.9375,14.75,254.6875,330.0625,253.75,114.3125,25.8125,117.125,3.25,11.875,6.9375,5.1875,8.6875,0.875,0.625,0.6875,1.125,0.0,0.9375,2.3125,1.25,1.625,0.6875,0.1875,0.38,0.61,5281.0,5281.0,367.0,18.0,603.0,5.5,8.758,1.0,1.0,0.609,0.025,0.03,6.76,0.03,6.73,8.76,11.06,0.027,4.54,1383.0,47.0,0.03,10009.0,7.24,REG,0.0,8.0,21.0,7.0,12.0,9.0,1.0,677.0,120.0,52.0,30.0,60.0,0,0.0,0.0,0.0,0.0,994,463,514,4.0,12.0,0.0,'4-12-0,0.0,0.5,1.3125,0.4375,0.75,0.5625,0.0625,42.3125,7.5,3.25,1.875,3.75,0.0,0.0,0.0,0.0,0.0,0.47,0.52
PIT,2012,REG,471.0,63.0,620.0,15.0,5549,560.0,354.0,206.0,4012.0,4949.0,4010.0,1846.0,412,1537.0,42.0,202.0,80.0,94.0,130.0,6.0,7.0,9.0,27.0,0.0,14.0,30.0,16.0,19.0,11.0,3.0,1025,404,607,340.0,24.0,8.0,8.0,0.0,'8-8-0,0.5,29.4375,3.9375,38.75,0.9375,346.8125,35.0,22.125,12.875,250.75,309.3125,250.625,115.375,25.75,96.0625,2.625,12.625,5.0,5.875,8.125,0.375,0.4375,0.5625,1.6875,0.0,0.875,1.875,1.0,1.1875,0.6875,0.1875,0.39,0.59,4949.0,4949.0,354.0,27.0,560.0,5.41,8.838,1.0,1.0,0.632,0.025,0.048,7.16,0.048,7.16,8.84,11.33,0.022,3.73,1326.0,63.0,0.05,9559.0,7.21,REG,0.0,10.0,22.0,10.0,16.0,6.0,2.0,567.0,200.0,111.0,37.0,74.0,1,0.0,0.0,0.0,0.0,953,380,560,8.0,8.0,0.0,'8-8-0,0.0,0.625,1.375,0.625,1.0,0.375,0.125,35.4375,12.5,6.9375,2.3125,4.625,0.0625,0.0,0.0,0.0,0.0,0.4,0.59
SEA,2012,REG,427.0,12.0,488.0,56.0,5813,395.0,259.0,136.0,3234.0,4064.0,3228.0,1271.0,536,2579.0,43.0,153.0,129.0,80.0,119.0,11.0,7.0,17.0,27.0,1.0,10.0,22.0,11.0,12.0,10.0,2.0,974,522,438,385.0,18.0,12.0,6.0,0.0,'12-6-0,0.667,27.72222222222222,0.8333333333333334,31.444444444444443,3.611111111111111,374.0,25.33333333333333,16.555555555555557,8.777777777777779,211.44444444444449,263.8333333333333,211.11111111111111,84.38888888888889,33.388888888888886,162.55555555555554,2.555555555555556,10.055555555555555,8.333333333333334,4.888888888888889,7.333333333333333,0.6666666666666666,0.5,1.1111111111111112,1.6666666666666667,0.0555555555555555,0.6111111111111112,1.3888888888888888,0.7222222222222222,0.7777777777777778,0.6111111111111112,0.1111111111111111,0.54,0.45,4064.0,4064.0,259.0,27.0,395.0,5.97,10.289,5.933,6.475,0.656,0.025,0.068,8.19,0.068,8.17,10.29,12.46,0.032,4.81,1190.0,71.0,0.06,9041.0,7.6,REG,0.0,18.0,21.0,10.0,17.0,4.0,0.0,602.0,181.0,49.0,36.0,77.0,2,0.0,0.0,0.0,0.0,969,361,598,12.0,6.0,0.0,'12-6-0,0.0,1.1666666666666667,1.2777777777777777,0.6111111111111112,0.9444444444444444,0.3333333333333333,0.0,37.0,11.61111111111111,2.9444444444444446,2.111111111111111,4.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.37,0.62
SF,2012,REG,387.0,13.0,514.0,37.0,6042,428.0,289.0,139.0,3551.0,3814.0,3551.0,1480.0,492,2491.0,36.0,172.0,128.0,68.0,126.0,8.0,4.0,20.0,23.0,1.0,8.0,26.0,8.0,14.0,12.0,3.0,969,477,477,390.0,6.0,13.0,6.0,0.0,'13-6-0,0.684,28.526315789473685,0.7894736842105263,32.0,2.3684210526315788,394.42105263157896,26.63157894736842,17.789473684210527,8.842105263157896,228.8947368421053,252.05263157894737,228.8947368421053,92.84210526315788,31.210526315789476,165.52631578947367,2.1578947368421053,10.894736842105264,8.421052631578947,4.2105263157894735,7.473684210526316,0.4210526315789473,0.2631578947368421,1.5263157894736843,1.4210526315789471,0.0526315789473684,0.5263157894736842,1.631578947368421,0.5789473684210527,0.8421052631578947,0.7894736842105263,0.1578947368421052,0.49,0.49,3814.0,3814.0,289.0,23.0,428.0,6.24,8.911,3.912,5.487,0.675,0.019,0.054,8.3,0.054,8.3,8.91,12.29,0.041,5.06,1209.0,66.0,0.05,9593.0,7.93,REG,1.0,14.0,21.0,11.0,15.0,6.0,0.0,666.0,152.0,70.0,38.0,66.0,3,0.0,0.0,0.0,0.0,1014,393,602,13.0,6.0,0.0,'13-6-0,0.1052631578947368,0.8421052631578947,1.3157894736842106,0.6842105263157895,0.9473684210526316,0.3684210526315789,0.0,42.10526315789474,9.263157894736842,4.526315789473684,2.210526315789474,4.2105263157894735,0.1578947368421052,0.0,0.0,0.0,0.0,0.39,0.59
TB,2012,REG,483.0,16.0,613.0,19.0,5981,549.0,311.0,238.0,4144.0,5680.0,4144.0,1656.0,416,1837.0,39.0,188.0,89.0,76.0,136.0,7.0,10.0,13.0,27.0,0.0,17.0,16.0,6.0,12.0,4.0,1.0,1012,407,594,369.0,24.0,7.0,9.0,0.0,'7-9-0,0.438,30.1875,1.0,38.3125,1.1875,373.8125,34.3125,19.4375,14.875,259.0,355.0,259.0,103.5,26.0,114.8125,2.4375,11.75,5.5625,4.75,8.5,0.4375,0.625,0.8125,1.6875,0.0,1.0625,1.0,0.375,0.75,0.25,0.0625,0.4,0.59,5680.0,5680.0,311.0,27.0,549.0,5.91,10.346,1.0,1.0,0.566,0.031,0.049,7.55,0.049,7.55,10.35,13.32,0.031,4.42,1276.0,67.0,0.05,10125.0,7.93,REG,0.0,18.0,15.0,7.0,10.0,5.0,1.0,675.0,142.0,84.0,27.0,62.0,3,0.0,0.0,0.0,0.0,1034,368,651,7.0,9.0,0.0,'7-9-0,0.0,1.125,0.9375,0.4375,0.625,0.3125,0.0625,42.1875,8.875,5.25,1.6875,3.875,0.1875,0.0,0.0,0.0,0.0,0.36,0.63
